-0.5 -0.5 0.1 0.1
0.42 0.49 0.55 0.60 0.63 0.64 0.63 0.60 0.55 0.49 0.42
0.49 0.57 0.64 0.70 0.74 0.75 0.74 0.70 0.64 0.57 0.49
0.55 0.64 0.73 0.80 0.84 0.86 0.84 0.80 0.73 0.64 0.55
0.60 0.70 0.80 0.88 0.94 0.97 0.94 0.88 0.80 0.70 0.60
0.63 0.74 0.84 0.94 1.03 1.08 1.03 0.94 0.84 0.74 0.63
0.64 0.75 0.86 0.97 1.08 1.19 1.08 0.97 0.86 0.75 0.64
0.63 0.74 0.84 0.94 1.03 1.08 1.03 0.94 0.84 0.74 0.63
0.60 0.70 0.80 0.88 0.94 0.97 0.94 0.88 0.80 0.70 0.60
0.55 0.64 0.73 0.80 0.84 0.86 0.84 0.80 0.73 0.64 0.55
0.49 0.57 0.64 0.70 0.74 0.75 0.74 0.70 0.64 0.57 0.49
0.42 0.49 0.55 0.60 0.63 0.64 0.63 0.60 0.55 0.49 0.42
