-0.5 -0.5 0.1 0.1
0.13 0.17 0.21 0.24 0.26 0.27 0.26 0.24 0.21 0.17 0.13
0.17 0.22 0.27 0.30 0.32 0.33 0.32 0.30 0.27 0.22 0.17
0.21 0.27 0.32 0.36 0.39 0.40 0.39 0.36 0.32 0.27 0.21
0.24 0.30 0.36 0.41 0.45 0.47 0.45 0.41 0.36 0.30 0.24
0.26 0.32 0.39 0.45 0.51 0.53 0.51 0.45 0.39 0.32 0.26
0.27 0.33 0.40 0.47 0.53 0.60 0.53 0.47 0.40 0.33 0.27
0.26 0.32 0.39 0.45 0.51 0.53 0.51 0.45 0.39 0.32 0.26
0.24 0.30 0.36 0.41 0.45 0.47 0.45 0.41 0.36 0.30 0.24
0.21 0.27 0.32 0.36 0.39 0.40 0.39 0.36 0.32 0.27 0.21
0.17 0.22 0.27 0.30 0.32 0.33 0.32 0.30 0.27 0.22 0.17
0.13 0.17 0.21 0.24 0.26 0.27 0.26 0.24 0.21 0.17 0.13
