-0.5 -0.5 0.1 0.1
0.39 0.46 0.51 0.56 0.59 0.60 0.59 0.56 0.51 0.46 0.39
0.46 0.53 0.60 0.65 0.68 0.70 0.68 0.65 0.60 0.53 0.46
0.51 0.60 0.67 0.73 0.78 0.79 0.78 0.73 0.67 0.60 0.51
0.56 0.65 0.73 0.81 0.87 0.89 0.87 0.81 0.73 0.65 0.56
0.59 0.68 0.78 0.87 0.95 0.99 0.95 0.87 0.78 0.68 0.59
0.60 0.70 0.79 0.89 0.99 1.09 0.99 0.89 0.79 0.70 0.60
0.59 0.68 0.78 0.87 0.95 0.99 0.95 0.87 0.78 0.68 0.59
0.56 0.65 0.73 0.81 0.87 0.89 0.87 0.81 0.73 0.65 0.56
0.51 0.60 0.67 0.73 0.78 0.79 0.78 0.73 0.67 0.60 0.51
0.46 0.53 0.60 0.65 0.68 0.70 0.68 0.65 0.60 0.53 0.46
0.39 0.46 0.51 0.56 0.59 0.60 0.59 0.56 0.51 0.46 0.39
