-0.5 -0.5 0.1 0.1
0.41 0.48 0.54 0.58 0.61 0.62 0.61 0.58 0.54 0.48 0.41
0.48 0.56 0.62 0.68 0.72 0.73 0.72 0.68 0.62 0.56 0.48
0.54 0.62 0.70 0.77 0.82 0.83 0.82 0.77 0.70 0.62 0.54
0.58 0.68 0.77 0.85 0.91 0.94 0.91 0.85 0.77 0.68 0.58
0.61 0.72 0.82 0.91 1.00 1.04 1.00 0.91 0.82 0.72 0.61
0.62 0.73 0.83 0.94 1.04 1.15 1.04 0.94 0.83 0.73 0.62
0.61 0.72 0.82 0.91 1.00 1.04 1.00 0.91 0.82 0.72 0.61
0.58 0.68 0.77 0.85 0.91 0.94 0.91 0.85 0.77 0.68 0.58
0.54 0.62 0.70 0.77 0.82 0.83 0.82 0.77 0.70 0.62 0.54
0.48 0.56 0.62 0.68 0.72 0.73 0.72 0.68 0.62 0.56 0.48
0.41 0.48 0.54 0.58 0.61 0.62 0.61 0.58 0.54 0.48 0.41
