-0.5 -0.5 0.1 0.1
0.05 0.08 0.11 0.13 0.14 0.14 0.14 0.13 0.11 0.08 0.05
0.08 0.11 0.14 0.16 0.18 0.18 0.18 0.16 0.14 0.11 0.08
0.11 0.14 0.17 0.20 0.22 0.23 0.22 0.20 0.17 0.14 0.11
0.13 0.16 0.20 0.23 0.26 0.27 0.26 0.23 0.20 0.16 0.13
0.14 0.18 0.22 0.26 0.29 0.31 0.29 0.26 0.22 0.18 0.14
0.14 0.18 0.23 0.27 0.31 0.35 0.31 0.27 0.23 0.18 0.14
0.14 0.18 0.22 0.26 0.29 0.31 0.29 0.26 0.22 0.18 0.14
0.13 0.16 0.20 0.23 0.26 0.27 0.26 0.23 0.20 0.16 0.13
0.11 0.14 0.17 0.20 0.22 0.23 0.22 0.20 0.17 0.14 0.11
0.08 0.11 0.14 0.16 0.18 0.18 0.18 0.16 0.14 0.11 0.08
0.05 0.08 0.11 0.13 0.14 0.14 0.14 0.13 0.11 0.08 0.05
