-0.5 -0.5 0.1 0.1
0.36 0.42 0.47 0.51 0.54 0.55 0.54 0.51 0.47 0.42 0.36
0.42 0.49 0.55 0.60 0.63 0.64 0.63 0.60 0.55 0.49 0.42
0.47 0.55 0.62 0.67 0.71 0.73 0.71 0.67 0.62 0.55 0.47
0.51 0.60 0.67 0.74 0.80 0.82 0.80 0.74 0.67 0.60 0.51
0.54 0.63 0.71 0.80 0.87 0.91 0.87 0.80 0.71 0.63 0.54
0.55 0.64 0.73 0.82 0.91 1.00 0.91 0.82 0.73 0.64 0.55
0.54 0.63 0.71 0.80 0.87 0.91 0.87 0.80 0.71 0.63 0.54
0.51 0.60 0.67 0.74 0.80 0.82 0.80 0.74 0.67 0.60 0.51
0.47 0.55 0.62 0.67 0.71 0.73 0.71 0.67 0.62 0.55 0.47
0.42 0.49 0.55 0.60 0.63 0.64 0.63 0.60 0.55 0.49 0.42
0.36 0.42 0.47 0.51 0.54 0.55 0.54 0.51 0.47 0.42 0.36
