-0.5 -0.5 0.1 0.1
0.51 0.57 0.62 0.65 0.68 0.69 0.68 0.65 0.62 0.57 0.51
0.57 0.63 0.69 0.73 0.76 0.77 0.76 0.73 0.69 0.63 0.57
0.62 0.69 0.75 0.80 0.84 0.85 0.84 0.80 0.75 0.69 0.62
0.65 0.73 0.80 0.87 0.92 0.94 0.92 0.87 0.80 0.73 0.65
0.68 0.76 0.84 0.92 0.98 1.02 0.98 0.92 0.84 0.76 0.68
0.69 0.77 0.85 0.94 1.02 1.10 1.02 0.94 0.85 0.77 0.69
0.68 0.76 0.84 0.92 0.98 1.02 0.98 0.92 0.84 0.76 0.68
0.65 0.73 0.80 0.87 0.92 0.94 0.92 0.87 0.80 0.73 0.65
0.62 0.69 0.75 0.80 0.84 0.85 0.84 0.80 0.75 0.69 0.62
0.57 0.63 0.69 0.73 0.76 0.77 0.76 0.73 0.69 0.63 0.57
0.51 0.57 0.62 0.65 0.68 0.69 0.68 0.65 0.62 0.57 0.51
