-0.5 -0.5 0.1 0.1
0.52 0.58 0.62 0.66 0.69 0.69 0.69 0.66 0.62 0.58 0.52
0.58 0.64 0.69 0.74 0.77 0.78 0.77 0.74 0.69 0.64 0.58
0.62 0.69 0.76 0.81 0.85 0.86 0.85 0.81 0.76 0.69 0.62
0.66 0.74 0.81 0.88 0.93 0.95 0.93 0.88 0.81 0.74 0.66
0.69 0.77 0.85 0.93 1.00 1.03 1.00 0.93 0.85 0.77 0.69
0.69 0.78 0.86 0.95 1.03 1.12 1.03 0.95 0.86 0.78 0.69
0.69 0.77 0.85 0.93 1.00 1.03 1.00 0.93 0.85 0.77 0.69
0.66 0.74 0.81 0.88 0.93 0.95 0.93 0.88 0.81 0.74 0.66
0.62 0.69 0.76 0.81 0.85 0.86 0.85 0.81 0.76 0.69 0.62
0.58 0.64 0.69 0.74 0.77 0.78 0.77 0.74 0.69 0.64 0.58
0.52 0.58 0.62 0.66 0.69 0.69 0.69 0.66 0.62 0.58 0.52
