-0.5 -0.5 0.1 0.1
0.22 0.25 0.27 0.29 0.30 0.31 0.30 0.29 0.27 0.25 0.22
0.25 0.28 0.31 0.33 0.34 0.35 0.34 0.33 0.31 0.28 0.25
0.27 0.31 0.34 0.37 0.38 0.39 0.38 0.37 0.34 0.31 0.27
0.29 0.33 0.37 0.40 0.42 0.43 0.42 0.40 0.37 0.33 0.29
0.30 0.34 0.38 0.42 0.46 0.47 0.46 0.42 0.38 0.34 0.30
0.31 0.35 0.39 0.43 0.47 0.52 0.47 0.43 0.39 0.35 0.31
0.30 0.34 0.38 0.42 0.46 0.47 0.46 0.42 0.38 0.34 0.30
0.29 0.33 0.37 0.40 0.42 0.43 0.42 0.40 0.37 0.33 0.29
0.27 0.31 0.34 0.37 0.38 0.39 0.38 0.37 0.34 0.31 0.27
0.25 0.28 0.31 0.33 0.34 0.35 0.34 0.33 0.31 0.28 0.25
0.22 0.25 0.27 0.29 0.30 0.31 0.30 0.29 0.27 0.25 0.22
