-0.5 -0.5 0.1 0.1
0.16 0.21 0.26 0.29 0.31 0.32 0.31 0.29 0.26 0.21 0.16
0.21 0.27 0.32 0.36 0.39 0.40 0.39 0.36 0.32 0.27 0.21
0.26 0.32 0.38 0.43 0.47 0.48 0.47 0.43 0.38 0.32 0.26
0.29 0.36 0.43 0.49 0.54 0.56 0.54 0.49 0.43 0.36 0.29
0.31 0.39 0.47 0.54 0.60 0.64 0.60 0.54 0.47 0.39 0.31
0.32 0.40 0.48 0.56 0.64 0.71 0.64 0.56 0.48 0.40 0.32
0.31 0.39 0.47 0.54 0.60 0.64 0.60 0.54 0.47 0.39 0.31
0.29 0.36 0.43 0.49 0.54 0.56 0.54 0.49 0.43 0.36 0.29
0.26 0.32 0.38 0.43 0.47 0.48 0.47 0.43 0.38 0.32 0.26
0.21 0.27 0.32 0.36 0.39 0.40 0.39 0.36 0.32 0.27 0.21
0.16 0.21 0.26 0.29 0.31 0.32 0.31 0.29 0.26 0.21 0.16
