-0.5 -0.5 0.1 0.1
0.22 0.25 0.28 0.30 0.31 0.31 0.31 0.30 0.28 0.25 0.22
0.25 0.28 0.31 0.33 0.35 0.35 0.35 0.33 0.31 0.28 0.25
0.28 0.31 0.34 0.37 0.39 0.40 0.39 0.37 0.34 0.31 0.28
0.30 0.33 0.37 0.40 0.43 0.44 0.43 0.40 0.37 0.33 0.30
0.31 0.35 0.39 0.43 0.46 0.48 0.46 0.43 0.39 0.35 0.31
0.31 0.35 0.40 0.44 0.48 0.52 0.48 0.44 0.40 0.35 0.31
0.31 0.35 0.39 0.43 0.46 0.48 0.46 0.43 0.39 0.35 0.31
0.30 0.33 0.37 0.40 0.43 0.44 0.43 0.40 0.37 0.33 0.30
0.28 0.31 0.34 0.37 0.39 0.40 0.39 0.37 0.34 0.31 0.28
0.25 0.28 0.31 0.33 0.35 0.35 0.35 0.33 0.31 0.28 0.25
0.22 0.25 0.28 0.30 0.31 0.31 0.31 0.30 0.28 0.25 0.22
