-0.5 -0.5 0.1 0.1
0.55 0.61 0.66 0.71 0.73 0.74 0.73 0.71 0.66 0.61 0.55
0.61 0.68 0.74 0.79 0.82 0.84 0.82 0.79 0.74 0.68 0.61
0.66 0.74 0.81 0.87 0.92 0.93 0.92 0.87 0.81 0.74 0.66
0.71 0.79 0.87 0.95 1.00 1.03 1.00 0.95 0.87 0.79 0.71
0.73 0.82 0.92 1.00 1.08 1.12 1.08 1.00 0.92 0.82 0.73
0.74 0.84 0.93 1.03 1.12 1.21 1.12 1.03 0.93 0.84 0.74
0.73 0.82 0.92 1.00 1.08 1.12 1.08 1.00 0.92 0.82 0.73
0.71 0.79 0.87 0.95 1.00 1.03 1.00 0.95 0.87 0.79 0.71
0.66 0.74 0.81 0.87 0.92 0.93 0.92 0.87 0.81 0.74 0.66
0.61 0.68 0.74 0.79 0.82 0.84 0.82 0.79 0.74 0.68 0.61
0.55 0.61 0.66 0.71 0.73 0.74 0.73 0.71 0.66 0.61 0.55
