-0.5 -0.5 0.1 0.1
0.52 0.57 0.62 0.66 0.68 0.69 0.68 0.66 0.62 0.57 0.52
0.57 0.63 0.69 0.73 0.76 0.77 0.76 0.73 0.69 0.63 0.57
0.62 0.69 0.75 0.81 0.84 0.86 0.84 0.81 0.75 0.69 0.62
0.66 0.73 0.81 0.87 0.92 0.94 0.92 0.87 0.81 0.73 0.66
0.68 0.76 0.84 0.92 0.99 1.03 0.99 0.92 0.84 0.76 0.68
0.69 0.77 0.86 0.94 1.03 1.11 1.03 0.94 0.86 0.77 0.69
0.68 0.76 0.84 0.92 0.99 1.03 0.99 0.92 0.84 0.76 0.68
0.66 0.73 0.81 0.87 0.92 0.94 0.92 0.87 0.81 0.73 0.66
0.62 0.69 0.75 0.81 0.84 0.86 0.84 0.81 0.75 0.69 0.62
0.57 0.63 0.69 0.73 0.76 0.77 0.76 0.73 0.69 0.63 0.57
0.52 0.57 0.62 0.66 0.68 0.69 0.68 0.66 0.62 0.57 0.52
