-0.5 -0.5 0.1 0.1
0.08 0.12 0.15 0.17 0.18 0.19 0.18 0.17 0.15 0.12 0.08
0.12 0.16 0.19 0.22 0.24 0.24 0.24 0.22 0.19 0.16 0.12
0.15 0.19 0.23 0.26 0.29 0.29 0.29 0.26 0.23 0.19 0.15
0.17 0.22 0.26 0.30 0.33 0.35 0.33 0.30 0.26 0.22 0.17
0.18 0.24 0.29 0.33 0.38 0.40 0.38 0.33 0.29 0.24 0.18
0.19 0.24 0.29 0.35 0.40 0.45 0.40 0.35 0.29 0.24 0.19
0.18 0.24 0.29 0.33 0.38 0.40 0.38 0.33 0.29 0.24 0.18
0.17 0.22 0.26 0.30 0.33 0.35 0.33 0.30 0.26 0.22 0.17
0.15 0.19 0.23 0.26 0.29 0.29 0.29 0.26 0.23 0.19 0.15
0.12 0.16 0.19 0.22 0.24 0.24 0.24 0.22 0.19 0.16 0.12
0.08 0.12 0.15 0.17 0.18 0.19 0.18 0.17 0.15 0.12 0.08
