-0.5 -0.5 0.1 0.1
0.23 0.30 0.36 0.41 0.44 0.45 0.44 0.41 0.36 0.30 0.23
0.30 0.38 0.45 0.50 0.54 0.55 0.54 0.50 0.45 0.38 0.30
0.36 0.45 0.52 0.59 0.64 0.65 0.64 0.59 0.52 0.45 0.36
0.41 0.50 0.59 0.67 0.73 0.76 0.73 0.67 0.59 0.50 0.41
0.44 0.54 0.64 0.73 0.82 0.86 0.82 0.73 0.64 0.54 0.44
0.45 0.55 0.65 0.76 0.86 0.96 0.86 0.76 0.65 0.55 0.45
0.44 0.54 0.64 0.73 0.82 0.86 0.82 0.73 0.64 0.54 0.44
0.41 0.50 0.59 0.67 0.73 0.76 0.73 0.67 0.59 0.50 0.41
0.36 0.45 0.52 0.59 0.64 0.65 0.64 0.59 0.52 0.45 0.36
0.30 0.38 0.45 0.50 0.54 0.55 0.54 0.50 0.45 0.38 0.30
0.23 0.30 0.36 0.41 0.44 0.45 0.44 0.41 0.36 0.30 0.23
