-0.5 -0.5 0.1 0.1
0.41 0.49 0.55 0.59 0.63 0.64 0.63 0.59 0.55 0.49 0.41
0.49 0.57 0.64 0.69 0.73 0.74 0.73 0.69 0.64 0.57 0.49
0.55 0.64 0.72 0.79 0.83 0.85 0.83 0.79 0.72 0.64 0.55
0.59 0.69 0.79 0.87 0.93 0.96 0.93 0.87 0.79 0.69 0.59
0.63 0.73 0.83 0.93 1.02 1.06 1.02 0.93 0.83 0.73 0.63
0.64 0.74 0.85 0.96 1.06 1.17 1.06 0.96 0.85 0.74 0.64
0.63 0.73 0.83 0.93 1.02 1.06 1.02 0.93 0.83 0.73 0.63
0.59 0.69 0.79 0.87 0.93 0.96 0.93 0.87 0.79 0.69 0.59
0.55 0.64 0.72 0.79 0.83 0.85 0.83 0.79 0.72 0.64 0.55
0.49 0.57 0.64 0.69 0.73 0.74 0.73 0.69 0.64 0.57 0.49
0.41 0.49 0.55 0.59 0.63 0.64 0.63 0.59 0.55 0.49 0.41
