-0.5 -0.5 0.1 0.1
0.17 0.23 0.27 0.31 0.33 0.34 0.33 0.31 0.27 0.23 0.17
0.23 0.29 0.34 0.39 0.41 0.42 0.41 0.39 0.34 0.29 0.23
0.27 0.34 0.40 0.46 0.49 0.51 0.49 0.46 0.40 0.34 0.27
0.31 0.39 0.46 0.52 0.57 0.59 0.57 0.52 0.46 0.39 0.31
0.33 0.41 0.49 0.57 0.64 0.67 0.64 0.57 0.49 0.41 0.33
0.34 0.42 0.51 0.59 0.67 0.75 0.67 0.59 0.51 0.42 0.34
0.33 0.41 0.49 0.57 0.64 0.67 0.64 0.57 0.49 0.41 0.33
0.31 0.39 0.46 0.52 0.57 0.59 0.57 0.52 0.46 0.39 0.31
0.27 0.34 0.40 0.46 0.49 0.51 0.49 0.46 0.40 0.34 0.27
0.23 0.29 0.34 0.39 0.41 0.42 0.41 0.39 0.34 0.29 0.23
0.17 0.23 0.27 0.31 0.33 0.34 0.33 0.31 0.27 0.23 0.17
