-0.5 -0.5 0.1 0.1
0.23 0.30 0.35 0.40 0.43 0.44 0.43 0.40 0.35 0.30 0.23
0.30 0.37 0.44 0.49 0.53 0.54 0.53 0.49 0.44 0.37 0.30
0.35 0.44 0.51 0.58 0.62 0.64 0.62 0.58 0.51 0.44 0.35
0.40 0.49 0.58 0.66 0.72 0.74 0.72 0.66 0.58 0.49 0.40
0.43 0.53 0.62 0.72 0.80 0.84 0.80 0.72 0.62 0.53 0.43
0.44 0.54 0.64 0.74 0.84 0.95 0.84 0.74 0.64 0.54 0.44
0.43 0.53 0.62 0.72 0.80 0.84 0.80 0.72 0.62 0.53 0.43
0.40 0.49 0.58 0.66 0.72 0.74 0.72 0.66 0.58 0.49 0.40
0.35 0.44 0.51 0.58 0.62 0.64 0.62 0.58 0.51 0.44 0.35
0.30 0.37 0.44 0.49 0.53 0.54 0.53 0.49 0.44 0.37 0.30
0.23 0.30 0.35 0.40 0.43 0.44 0.43 0.40 0.35 0.30 0.23
