-0.5 -0.5 0.1 0.1
0.12 0.16 0.19 0.22 0.24 0.25 0.24 0.22 0.19 0.16 0.12
0.16 0.20 0.25 0.28 0.30 0.31 0.30 0.28 0.25 0.20 0.16
0.19 0.25 0.29 0.33 0.36 0.37 0.36 0.33 0.29 0.25 0.19
0.22 0.28 0.33 0.38 0.42 0.44 0.42 0.38 0.33 0.28 0.22
0.24 0.30 0.36 0.42 0.47 0.50 0.47 0.42 0.36 0.30 0.24
0.25 0.31 0.37 0.44 0.50 0.56 0.50 0.44 0.37 0.31 0.25
0.24 0.30 0.36 0.42 0.47 0.50 0.47 0.42 0.36 0.30 0.24
0.22 0.28 0.33 0.38 0.42 0.44 0.42 0.38 0.33 0.28 0.22
0.19 0.25 0.29 0.33 0.36 0.37 0.36 0.33 0.29 0.25 0.19
0.16 0.20 0.25 0.28 0.30 0.31 0.30 0.28 0.25 0.20 0.16
0.12 0.16 0.19 0.22 0.24 0.25 0.24 0.22 0.19 0.16 0.12
