-0.5 -0.5 0.1 0.1
0.36 0.41 0.46 0.50 0.53 0.54 0.53 0.50 0.46 0.41 0.36
0.41 0.48 0.54 0.58 0.61 0.62 0.61 0.58 0.54 0.48 0.41
0.46 0.54 0.60 0.66 0.70 0.71 0.70 0.66 0.60 0.54 0.46
0.50 0.58 0.66 0.73 0.78 0.80 0.78 0.73 0.66 0.58 0.50
0.53 0.61 0.70 0.78 0.85 0.88 0.85 0.78 0.70 0.61 0.53
0.54 0.62 0.71 0.80 0.88 0.97 0.88 0.80 0.71 0.62 0.54
0.53 0.61 0.70 0.78 0.85 0.88 0.85 0.78 0.70 0.61 0.53
0.50 0.58 0.66 0.73 0.78 0.80 0.78 0.73 0.66 0.58 0.50
0.46 0.54 0.60 0.66 0.70 0.71 0.70 0.66 0.60 0.54 0.46
0.41 0.48 0.54 0.58 0.61 0.62 0.61 0.58 0.54 0.48 0.41
0.36 0.41 0.46 0.50 0.53 0.54 0.53 0.50 0.46 0.41 0.36
