-0.5 -0.5 0.1 0.1
0.27 0.30 0.34 0.36 0.38 0.38 0.38 0.36 0.34 0.30 0.27
0.30 0.35 0.38 0.41 0.43 0.44 0.43 0.41 0.38 0.35 0.30
0.34 0.38 0.43 0.46 0.49 0.50 0.49 0.46 0.43 0.38 0.34
0.36 0.41 0.46 0.51 0.54 0.55 0.54 0.51 0.46 0.41 0.36
0.38 0.43 0.49 0.54 0.59 0.61 0.59 0.54 0.49 0.43 0.38
0.38 0.44 0.50 0.55 0.61 0.67 0.61 0.55 0.50 0.44 0.38
0.38 0.43 0.49 0.54 0.59 0.61 0.59 0.54 0.49 0.43 0.38
0.36 0.41 0.46 0.51 0.54 0.55 0.54 0.51 0.46 0.41 0.36
0.34 0.38 0.43 0.46 0.49 0.50 0.49 0.46 0.43 0.38 0.34
0.30 0.35 0.38 0.41 0.43 0.44 0.43 0.41 0.38 0.35 0.30
0.27 0.30 0.34 0.36 0.38 0.38 0.38 0.36 0.34 0.30 0.27
