-0.5 -0.5 0.1 0.1
0.45 0.49 0.53 0.55 0.57 0.58 0.57 0.55 0.53 0.49 0.45
0.49 0.54 0.58 0.61 0.63 0.64 0.63 0.61 0.58 0.54 0.49
0.53 0.58 0.62 0.66 0.69 0.70 0.69 0.66 0.62 0.58 0.53
0.55 0.61 0.66 0.71 0.75 0.76 0.75 0.71 0.66 0.61 0.55
0.57 0.63 0.69 0.75 0.80 0.82 0.80 0.75 0.69 0.63 0.57
0.58 0.64 0.70 0.76 0.82 0.89 0.82 0.76 0.70 0.64 0.58
0.57 0.63 0.69 0.75 0.80 0.82 0.80 0.75 0.69 0.63 0.57
0.55 0.61 0.66 0.71 0.75 0.76 0.75 0.71 0.66 0.61 0.55
0.53 0.58 0.62 0.66 0.69 0.70 0.69 0.66 0.62 0.58 0.53
0.49 0.54 0.58 0.61 0.63 0.64 0.63 0.61 0.58 0.54 0.49
0.45 0.49 0.53 0.55 0.57 0.58 0.57 0.55 0.53 0.49 0.45
