-0.5 -0.5 0.1 0.1
0.17 0.23 0.28 0.31 0.34 0.35 0.34 0.31 0.28 0.23 0.17
0.23 0.29 0.35 0.39 0.42 0.43 0.42 0.39 0.35 0.29 0.23
0.28 0.35 0.41 0.46 0.50 0.51 0.50 0.46 0.41 0.35 0.28
0.31 0.39 0.46 0.53 0.58 0.60 0.58 0.53 0.46 0.39 0.31
0.34 0.42 0.50 0.58 0.64 0.68 0.64 0.58 0.50 0.42 0.34
0.35 0.43 0.51 0.60 0.68 0.76 0.68 0.60 0.51 0.43 0.35
0.34 0.42 0.50 0.58 0.64 0.68 0.64 0.58 0.50 0.42 0.34
0.31 0.39 0.46 0.53 0.58 0.60 0.58 0.53 0.46 0.39 0.31
0.28 0.35 0.41 0.46 0.50 0.51 0.50 0.46 0.41 0.35 0.28
0.23 0.29 0.35 0.39 0.42 0.43 0.42 0.39 0.35 0.29 0.23
0.17 0.23 0.28 0.31 0.34 0.35 0.34 0.31 0.28 0.23 0.17
