-0.5 -0.5 0.1 0.1
0.38 0.44 0.49 0.54 0.56 0.57 0.56 0.54 0.49 0.44 0.38
0.44 0.51 0.57 0.62 0.65 0.67 0.65 0.62 0.57 0.51 0.44
0.49 0.57 0.64 0.70 0.75 0.76 0.75 0.70 0.64 0.57 0.49
0.54 0.62 0.70 0.78 0.83 0.86 0.83 0.78 0.70 0.62 0.54
0.56 0.65 0.75 0.83 0.91 0.95 0.91 0.83 0.75 0.65 0.56
0.57 0.67 0.76 0.86 0.95 1.04 0.95 0.86 0.76 0.67 0.57
0.56 0.65 0.75 0.83 0.91 0.95 0.91 0.83 0.75 0.65 0.56
0.54 0.62 0.70 0.78 0.83 0.86 0.83 0.78 0.70 0.62 0.54
0.49 0.57 0.64 0.70 0.75 0.76 0.75 0.70 0.64 0.57 0.49
0.44 0.51 0.57 0.62 0.65 0.67 0.65 0.62 0.57 0.51 0.44
0.38 0.44 0.49 0.54 0.56 0.57 0.56 0.54 0.49 0.44 0.38
