-0.5 -0.5 0.1 0.1
0.40 0.43 0.46 0.48 0.49 0.50 0.49 0.48 0.46 0.43 0.40
0.43 0.47 0.50 0.52 0.54 0.54 0.54 0.52 0.50 0.47 0.43
0.46 0.50 0.53 0.56 0.58 0.59 0.58 0.56 0.53 0.50 0.46
0.48 0.52 0.56 0.60 0.62 0.63 0.62 0.60 0.56 0.52 0.48
0.49 0.54 0.58 0.62 0.66 0.68 0.66 0.62 0.58 0.54 0.49
0.50 0.54 0.59 0.63 0.68 0.73 0.68 0.63 0.59 0.54 0.50
0.49 0.54 0.58 0.62 0.66 0.68 0.66 0.62 0.58 0.54 0.49
0.48 0.52 0.56 0.60 0.62 0.63 0.62 0.60 0.56 0.52 0.48
0.46 0.50 0.53 0.56 0.58 0.59 0.58 0.56 0.53 0.50 0.46
0.43 0.47 0.50 0.52 0.54 0.54 0.54 0.52 0.50 0.47 0.43
0.40 0.43 0.46 0.48 0.49 0.50 0.49 0.48 0.46 0.43 0.40
