-0.5 -0.5 0.1 0.1
0.05 0.08 0.10 0.12 0.13 0.13 0.13 0.12 0.10 0.08 0.05
0.08 0.11 0.13 0.16 0.17 0.17 0.17 0.16 0.13 0.11 0.08
0.10 0.13 0.16 0.19 0.21 0.22 0.21 0.19 0.16 0.13 0.10
0.12 0.16 0.19 0.22 0.25 0.26 0.25 0.22 0.19 0.16 0.12
0.13 0.17 0.21 0.25 0.28 0.30 0.28 0.25 0.21 0.17 0.13
0.13 0.17 0.22 0.26 0.30 0.34 0.30 0.26 0.22 0.17 0.13
0.13 0.17 0.21 0.25 0.28 0.30 0.28 0.25 0.21 0.17 0.13
0.12 0.16 0.19 0.22 0.25 0.26 0.25 0.22 0.19 0.16 0.12
0.10 0.13 0.16 0.19 0.21 0.22 0.21 0.19 0.16 0.13 0.10
0.08 0.11 0.13 0.16 0.17 0.17 0.17 0.16 0.13 0.11 0.08
0.05 0.08 0.10 0.12 0.13 0.13 0.13 0.12 0.10 0.08 0.05
