-0.5 -0.5 0.1 0.1
0.33 0.38 0.43 0.46 0.48 0.49 0.48 0.46 0.43 0.38 0.33
0.38 0.44 0.49 0.53 0.56 0.57 0.56 0.53 0.49 0.44 0.38
0.43 0.49 0.55 0.60 0.64 0.65 0.64 0.60 0.55 0.49 0.43
0.46 0.53 0.60 0.66 0.71 0.73 0.71 0.66 0.60 0.53 0.46
0.48 0.56 0.64 0.71 0.77 0.81 0.77 0.71 0.64 0.56 0.48
0.49 0.57 0.65 0.73 0.81 0.88 0.81 0.73 0.65 0.57 0.49
0.48 0.56 0.64 0.71 0.77 0.81 0.77 0.71 0.64 0.56 0.48
0.46 0.53 0.60 0.66 0.71 0.73 0.71 0.66 0.60 0.53 0.46
0.43 0.49 0.55 0.60 0.64 0.65 0.64 0.60 0.55 0.49 0.43
0.38 0.44 0.49 0.53 0.56 0.57 0.56 0.53 0.49 0.44 0.38
0.33 0.38 0.43 0.46 0.48 0.49 0.48 0.46 0.43 0.38 0.33
