-0.5 -0.5 0.1 0.1
0.19 0.25 0.30 0.34 0.37 0.37 0.37 0.34 0.30 0.25 0.19
0.25 0.32 0.37 0.42 0.45 0.46 0.45 0.42 0.37 0.32 0.25
0.30 0.37 0.44 0.50 0.54 0.55 0.54 0.50 0.44 0.37 0.30
0.34 0.42 0.50 0.57 0.62 0.64 0.62 0.57 0.50 0.42 0.34
0.37 0.45 0.54 0.62 0.69 0.73 0.69 0.62 0.54 0.45 0.37
0.37 0.46 0.55 0.64 0.73 0.82 0.73 0.64 0.55 0.46 0.37
0.37 0.45 0.54 0.62 0.69 0.73 0.69 0.62 0.54 0.45 0.37
0.34 0.42 0.50 0.57 0.62 0.64 0.62 0.57 0.50 0.42 0.34
0.30 0.37 0.44 0.50 0.54 0.55 0.54 0.50 0.44 0.37 0.30
0.25 0.32 0.37 0.42 0.45 0.46 0.45 0.42 0.37 0.32 0.25
0.19 0.25 0.30 0.34 0.37 0.37 0.37 0.34 0.30 0.25 0.19
