-0.5 -0.5 0.1 0.1
0.26 0.30 0.33 0.35 0.37 0.38 0.37 0.35 0.33 0.30 0.26
0.30 0.34 0.38 0.41 0.42 0.43 0.42 0.41 0.38 0.34 0.30
0.33 0.38 0.42 0.45 0.48 0.49 0.48 0.45 0.42 0.38 0.33
0.35 0.41 0.45 0.50 0.53 0.54 0.53 0.50 0.45 0.41 0.35
0.37 0.42 0.48 0.53 0.57 0.60 0.57 0.53 0.48 0.42 0.37
0.38 0.43 0.49 0.54 0.60 0.65 0.60 0.54 0.49 0.43 0.38
0.37 0.42 0.48 0.53 0.57 0.60 0.57 0.53 0.48 0.42 0.37
0.35 0.41 0.45 0.50 0.53 0.54 0.53 0.50 0.45 0.41 0.35
0.33 0.38 0.42 0.45 0.48 0.49 0.48 0.45 0.42 0.38 0.33
0.30 0.34 0.38 0.41 0.42 0.43 0.42 0.41 0.38 0.34 0.30
0.26 0.30 0.33 0.35 0.37 0.38 0.37 0.35 0.33 0.30 0.26
