-0.5 -0.5 0.1 0.1
0.19 0.24 0.29 0.33 0.36 0.37 0.36 0.33 0.29 0.24 0.19
0.24 0.31 0.37 0.41 0.44 0.45 0.44 0.41 0.37 0.31 0.24
0.29 0.37 0.43 0.49 0.53 0.54 0.53 0.49 0.43 0.37 0.29
0.33 0.41 0.49 0.56 0.61 0.63 0.61 0.56 0.49 0.41 0.33
0.36 0.44 0.53 0.61 0.68 0.71 0.68 0.61 0.53 0.44 0.36
0.37 0.45 0.54 0.63 0.71 0.80 0.71 0.63 0.54 0.45 0.37
0.36 0.44 0.53 0.61 0.68 0.71 0.68 0.61 0.53 0.44 0.36
0.33 0.41 0.49 0.56 0.61 0.63 0.61 0.56 0.49 0.41 0.33
0.29 0.37 0.43 0.49 0.53 0.54 0.53 0.49 0.43 0.37 0.29
0.24 0.31 0.37 0.41 0.44 0.45 0.44 0.41 0.37 0.31 0.24
0.19 0.24 0.29 0.33 0.36 0.37 0.36 0.33 0.29 0.24 0.19
