-0.5 -0.5 0.1 0.1
0.41 0.44 0.47 0.49 0.51 0.51 0.51 0.49 0.47 0.44 0.41
0.44 0.48 0.51 0.54 0.55 0.56 0.55 0.54 0.51 0.48 0.44
0.47 0.51 0.55 0.58 0.60 0.61 0.60 0.58 0.55 0.51 0.47
0.49 0.54 0.58 0.61 0.64 0.65 0.64 0.61 0.58 0.54 0.49
0.51 0.55 0.60 0.64 0.68 0.70 0.68 0.64 0.60 0.55 0.51
0.51 0.56 0.61 0.65 0.70 0.75 0.70 0.65 0.61 0.56 0.51
0.51 0.55 0.60 0.64 0.68 0.70 0.68 0.64 0.60 0.55 0.51
0.49 0.54 0.58 0.61 0.64 0.65 0.64 0.61 0.58 0.54 0.49
0.47 0.51 0.55 0.58 0.60 0.61 0.60 0.58 0.55 0.51 0.47
0.44 0.48 0.51 0.54 0.55 0.56 0.55 0.54 0.51 0.48 0.44
0.41 0.44 0.47 0.49 0.51 0.51 0.51 0.49 0.47 0.44 0.41
