-0.5 -0.5 0.1 0.1
0.59 0.66 0.72 0.77 0.80 0.81 0.80 0.77 0.72 0.66 0.59
0.66 0.74 0.81 0.87 0.90 0.92 0.90 0.87 0.81 0.74 0.66
0.72 0.81 0.89 0.96 1.01 1.03 1.01 0.96 0.89 0.81 0.72
0.77 0.87 0.96 1.04 1.11 1.13 1.11 1.04 0.96 0.87 0.77
0.80 0.90 1.01 1.11 1.20 1.24 1.20 1.11 1.01 0.90 0.80
0.81 0.92 1.03 1.13 1.24 1.35 1.24 1.13 1.03 0.92 0.81
0.80 0.90 1.01 1.11 1.20 1.24 1.20 1.11 1.01 0.90 0.80
0.77 0.87 0.96 1.04 1.11 1.13 1.11 1.04 0.96 0.87 0.77
0.72 0.81 0.89 0.96 1.01 1.03 1.01 0.96 0.89 0.81 0.72
0.66 0.74 0.81 0.87 0.90 0.92 0.90 0.87 0.81 0.74 0.66
0.59 0.66 0.72 0.77 0.80 0.81 0.80 0.77 0.72 0.66 0.59
