-0.5 -0.5 0.1 0.1
0.20 0.22 0.24 0.26 0.27 0.27 0.27 0.26 0.24 0.22 0.20
0.22 0.25 0.27 0.29 0.30 0.31 0.30 0.29 0.27 0.25 0.22
0.24 0.27 0.30 0.32 0.34 0.34 0.34 0.32 0.30 0.27 0.24
0.26 0.29 0.32 0.35 0.37 0.38 0.37 0.35 0.32 0.29 0.26
0.27 0.30 0.34 0.37 0.40 0.41 0.40 0.37 0.34 0.30 0.27
0.27 0.31 0.34 0.38 0.41 0.44 0.41 0.38 0.34 0.31 0.27
0.27 0.30 0.34 0.37 0.40 0.41 0.40 0.37 0.34 0.30 0.27
0.26 0.29 0.32 0.35 0.37 0.38 0.37 0.35 0.32 0.29 0.26
0.24 0.27 0.30 0.32 0.34 0.34 0.34 0.32 0.30 0.27 0.24
0.22 0.25 0.27 0.29 0.30 0.31 0.30 0.29 0.27 0.25 0.22
0.20 0.22 0.24 0.26 0.27 0.27 0.27 0.26 0.24 0.22 0.20
